e,cprov,nprov,year,quarter,pop_tot,pop_men,pop_wom,pop25_39,pop40_49,pop50_64,pop65,suicide_men,suicide_wom,suicide_total,suicide_age40_49,suicide_age50_64,suicide_age65,suicide_age25_39,rate_tot_lag0,rate_men_lag0,rate_wom_lag0,rate_tot_lag3,rate_men_lag3,rate_wom_lag3,rate_tot_lag6,rate_men_lag6,rate_wom_lag6,rate_tot_lag9,rate_men_lag9,rate_wom_lag9,rate_tot_lag12,rate_men_lag12,rate_wom_lag12,rate_tot_lag15,rate_men_lag15,rate_wom_lag15,rate_tot_lag18,rate_men_lag18,rate_wom_lag18,rate_tot_lag21,rate_men_lag21,rate_wom_lag21,rate_tot_lag24,rate_men_lag24,rate_wom_lag24
3284,44,Teruel,1999,4,103362,51850,51512,28777,16932,21428,36225,4,1,5,1,1,3,0,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43,8.13,4.45,15.57,9.78,4.66,18.42,10.06,5.15,17.87,11.47,5.52,20.77,12.06,6.71,21.43,11.32,6.03,21.05
3285,44,Teruel,2000,1,103368,51865,51503,28716,17044,21310,36298,4,1,5,0,0,4,1,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43,8.13,4.45,15.57,9.78,4.66,18.42,10.06,5.15,17.87,11.47,5.52,20.77,12.06,6.71,21.43
3286,44,Teruel,2000,2,103380,51870,51510,28648,17167,21188,36377,2,4,6,1,2,3,0,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43,8.13,4.45,15.57,9.78,4.66,18.42,10.06,5.15,17.87,11.47,5.52,20.77
3287,44,Teruel,2000,3,103396,51881,51515,28581,17291,21070,36454,2,1,3,1,1,1,0,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43,8.13,4.45,15.57,9.78,4.66,18.42,10.06,5.15,17.87
3288,44,Teruel,2000,4,103420,51906,51514,28515,17416,20960,36530,3,2,5,1,0,4,0,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43,8.13,4.45,15.57,9.78,4.66,18.42
3289,44,Teruel,2001,1,103435,51927,51508,28439,17546,20856,36594,1,1,2,0,1,1,0,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43,8.13,4.45,15.57
3290,44,Teruel,2001,2,103431,51941,51490,28342,17689,20767,36634,4,0,4,0,1,3,0,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91,7.69,5.54,12.43
3291,44,Teruel,2001,3,103420,51958,51462,28242,17835,20677,36666,3,0,3,0,0,3,0,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04,9.22,5.39,15.91
3292,44,Teruel,2001,4,103392,51980,51413,28139,17987,20586,36680,1,0,1,1,0,0,0,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05,8.95,6.33,14.04
3293,44,Teruel,2002,1,103486,52073,51414,28136,18144,20527,36678,2,1,3,0,0,3,0,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3,8.37,5.29,14.05
3294,44,Teruel,2002,2,103823,52308,51515,28336,18309,20534,36644,3,0,3,1,1,1,0,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1,7.34,4.07,13.3
3295,44,Teruel,2002,3,104194,52562,51632,28520,18481,20555,36638,3,0,3,0,1,2,0,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5,5.62,2.68,10.1
3296,44,Teruel,2002,4,104637,52855,51783,28672,18668,20607,36690,5,1,6,0,0,6,0,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46,5.98,3.28,10.5
3297,44,Teruel,2003,1,105029,53114,51918,28799,18844,20697,36690,4,0,4,0,1,2,1,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68,3.13,1.83,5.46
3298,44,Teruel,2003,2,105321,53305,52018,28875,18996,20864,36586,3,2,5,1,0,4,0,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68,5.02,2.42,9.68
3299,44,Teruel,2003,3,105593,53484,52110,28944,19152,21022,36475,4,0,4,0,1,2,1,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84,5.66,3.49,9.68
3300,44,Teruel,2003,4,105823,53639,52186,28999,19315,21161,36349,2,0,2,0,1,1,0,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62,4.81,2.08,9.84
3301,44,Teruel,2004,1,106046,53794,52253,29025,19491,21310,36221,1,0,1,1,0,0,0,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89,4.83,2.73,8.62
3302,44,Teruel,2004,2,106254,53949,52304,28991,19694,21479,36090,5,2,7,2,0,4,1,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77,6.15,4.13,9.89
3303,44,Teruel,2004,3,106524,54138,52384,29018,19909,21649,35948,4,1,5,2,2,1,0,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14,5.52,3.84,8.77
3304,44,Teruel,2004,4,106918,54395,52523,29170,20147,21819,35783,2,1,3,1,1,1,0,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58,7.52,4.12,14
3305,44,Teruel,2005,1,107268,54633,52636,29315,20347,21951,35654,3,0,3,0,0,3,0,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11,4.27,1.68,9.58
3306,44,Teruel,2005,2,107529,54831,52698,29447,20474,22009,35599,9,2,11,1,0,7,3,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94,4.5,2.59,8.11
3307,44,Teruel,2005,3,107842,55047,52794,29579,20607,22079,35576,2,0,2,0,1,0,1,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26,3.38,1.99,5.94
3308,44,Teruel,2005,4,108257,55300,52957,29711,20752,22176,35617,1,1,2,0,0,1,1,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73,6.58,3.59,12.26
3309,44,Teruel,2006,1,108662,55551,53112,29854,20902,22299,35608,4,1,5,0,0,3,2,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21,4.61,4.03,5.73
3310,44,Teruel,2006,2,109047,55798,53249,30020,21059,22474,35495,4,0,4,0,0,4,0,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72,3.46,2.55,5.21
3311,44,Teruel,2006,3,109484,56076,53409,30214,21219,22660,35392,5,1,6,0,0,6,0,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64,4.37,2.48,7.72
3312,44,Teruel,2006,4,110026,56413,53613,30464,21383,22869,35310,2,2,4,0,0,3,1,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98,4.94,1.69,10.64
3313,44,Teruel,2007,1,110530,56738,53792,30698,21536,23075,35221,1,0,1,0,0,0,1,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85,4.65,2.76,7.98
3314,44,Teruel,2007,2,110959,57037,53922,30901,21667,23272,35120,1,1,2,0,0,2,0,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58,4.63,0.69,10.85
3315,44,Teruel,2007,3,111349,57313,54037,31072,21796,23466,35015,3,0,3,0,0,2,1,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69,4.13,1.26,8.58
3316,44,Teruel,2007,4,111661,57542,54120,31180,21920,23656,34905,3,1,4,0,0,4,0,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31,5.54,4.07,7.69
3317,44,Teruel,2008,1,111923,57732,54192,31259,22022,23843,34800,1,0,1,0,0,1,0,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21,3.94,1.57,7.31
3318,44,Teruel,2008,2,112086,57842,54244,31279,22078,24024,34705,2,1,3,0,1,2,0,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69,4.4,2.48,7.21
3319,44,Teruel,2008,3,112196,57916,54282,31267,22120,24196,34614,3,1,4,0,0,2,2,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84,3.81,1.8,6.69
3320,44,Teruel,2008,4,112204,57918,54289,31190,22134,24350,34531,1,1,2,1,0,0,1,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52,2.88,0.9,5.84
3321,44,Teruel,2009,1,112145,57862,54286,31060,22134,24502,34450,0,0,0,0,0,0,0,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65,4.46,2.5,7.52
3322,44,Teruel,2009,2,111952,57693,54261,30825,22106,24647,34374,5,0,5,1,0,4,0,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87,4.01,2.39,6.65
3323,44,Teruel,2009,3,111763,57540,54223,30595,22074,24787,34307,5,1,6,1,1,2,2,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45,5,3.8,6.87
3324,44,Teruel,2009,4,111581,57422,54159,30374,22036,24916,34255,3,1,4,0,0,3,1,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78,4.43,3.05,6.45
3325,44,Teruel,2010,1,111394,57291,54102,30161,21994,25048,34192,1,0,1,0,0,1,0,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8,5.25,3.46,7.78
3326,44,Teruel,2010,2,111198,57134,54062,29964,21944,25187,34103,1,1,2,0,0,1,1,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72,7.61,6.13,9.8
3327,44,Teruel,2010,3,111066,57022,54040,29795,21903,25334,34034,2,0,2,1,0,1,0,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62,5.11,4.07,6.72
3328,44,Teruel,2010,4,111063,57002,54057,29681,21879,25499,34004,5,0,5,2,2,1,0,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38,7.41,7.26,7.62
3329,44,Teruel,2011,1,110975,56941,54030,29532,21841,25660,33942,1,0,1,0,0,0,1,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9,10.75,10.33,11.38
3330,44,Teruel,2011,2,110718,56798,53917,29315,21776,25812,33815,5,1,6,1,1,2,2,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35,12.15,12.32,11.9
3331,44,Teruel,2011,3,110477,56662,53813,29100,21713,25966,33698,3,1,4,0,1,1,2,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14,9.26,9.94,8.35
3332,44,Teruel,2011,4,110269,56539,53729,28888,21652,26126,33603,4,0,4,1,1,1,1,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04,8.84,10.05,7.14
3333,44,Teruel,2012,1,110005,56379,53626,28668,21576,26262,33498,3,1,4,0,0,3,1,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82,10.7,11.18,10.04
3334,44,Teruel,2012,2,109631,56145,53485,28431,21473,26350,33377,3,1,4,2,2,0,0,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68,10.37,10.77,9.82
3335,44,Teruel,2012,3,109318,55936,53381,28208,21373,26445,33292,3,0,3,1,0,2,0,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19,14.02,12.79,15.68
3336,44,Teruel,2012,4,109128,55777,53350,28011,21281,26557,33279,3,3,6,1,1,4,0,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39,13.39,13.54,13.19
3337,44,Teruel,2013,1,108909,55612,53297,27802,21178,26672,33257,2,0,2,0,0,1,1,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95,14,12.92,15.39
3338,44,Teruel,2013,2,108634,55437,53197,27568,21052,26796,33217,3,1,4,0,3,1,0,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46,15.26,13.22,17.95
3339,44,Teruel,2013,3,108358,55260,53098,27335,20926,26919,33179,1,1,2,0,0,1,1,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43,13.95,12.81,15.46
3340,44,Teruel,2013,4,108083,55082,53001,27103,20801,27038,33142,2,1,3,0,1,2,0,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05,14.78,15.03,14.43
3341,44,Teruel,2014,1,107801,54898,52902,26852,20684,27166,33099,4,1,5,1,2,2,0,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47,15.74,14.78,17.05
3342,44,Teruel,2014,2,107503,54704,52798,26560,20586,27311,33045,2,1,3,1,1,1,0,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01,16.73,14.7,19.47
3343,44,Teruel,2014,3,107219,54523,52694,26276,20486,27457,33001,3,0,3,1,1,1,0,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99,16.79,14.46,20.01
3344,44,Teruel,2014,4,106964,54369,52593,26005,20380,27603,32976,3,0,3,0,1,2,0,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78,15.7,11.42,21.99
3345,44,Teruel,2015,1,106685,54206,52477,25740,20276,27749,32920,0,0,0,0,0,0,0,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47,18.82,17.46,20.78
3346,44,Teruel,2015,2,106357,54023,52333,25487,20173,27894,32802,5,1,6,0,2,4,0,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84,19.64,17.58,22.47
3347,44,Teruel,2015,3,106073,53862,52211,25245,20083,28030,32714,3,2,5,1,2,2,0,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66,20.86,20.87,20.84
3348,44,Teruel,2015,4,105877,53744,52133,25026,20017,28148,32686,4,0,4,0,3,0,1,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1,19.65,18.23,21.66
3349,44,Teruel,2016,1,105666,53608,52058,24801,19938,28272,32656,1,2,3,1,0,2,0,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65,19.67,17.88,22.1
3350,44,Teruel,2016,2,105424,53436,51988,24563,19832,28406,32624,4,0,4,0,0,4,0,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22,20.9,18.76,23.65
3351,44,Teruel,2016,3,105199,53286,51912,24340,19736,28538,32584,6,0,6,1,1,3,1,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44,19.82,17.28,23.22
3352,44,Teruel,2016,4,105008,53181,51827,24147,19663,28669,32529,1,1,2,0,1,1,0,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47,19.74,17.07,23.44
3353,44,Teruel,2017,1,104784,53051,51733,23948,19585,28785,32467,3,0,3,1,1,1,0,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05,21.59,17.83,26.47
3354,44,Teruel,2017,2,104494,52871,51623,23737,19498,28871,32388,4,1,5,1,0,3,1,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72,18.05,14.9,22.05
3355,44,Teruel,2017,3,104270,52728,51540,23540,19421,28967,32341,0,1,1,1,0,0,0,10.23,8.06,13.09,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18,15.46,12.81,18.72
3356,44,Teruel,2017,4,104175,52660,51514,23373,19365,29080,32357,0,0,0,0,0,0,0,11.16,9.22,13.7,10.23,8.06,13.09,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62,13,8.92,18.18
3357,44,Teruel,2018,1,104044,52578,51465,23208,19310,29172,32354,2,0,2,0,0,2,0,10.21,7.99,13.18,11.16,9.22,13.7,10.23,8.06,13.09,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74,14.52,11.18,18.62
3358,44,Teruel,2018,2,103842,52470,51370,23044,19261,29221,32316,3,0,3,1,1,1,0,8.79,7.91,9.95,10.21,7.99,13.18,11.16,9.22,13.7,10.23,8.06,13.09,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44,14.24,11.41,17.74
3359,44,Teruel,2018,3,103698,52396,51300,22906,19216,29284,32292,1,0,1,0,1,0,0,8.41,6.52,10.81,8.79,7.91,9.95,10.21,7.99,13.18,11.16,9.22,13.7,10.23,8.06,13.09,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73,12.75,8.12,18.44
3360,44,Teruel,2018,4,103672,52389,51283,22819,19181,29374,32298,1,1,2,1,0,1,0,9.23,9.18,9.3,8.41,6.52,10.81,8.79,7.91,9.95,10.21,7.99,13.18,11.16,9.22,13.7,10.23,8.06,13.09,13.16,8.74,18.69,14.07,9.91,19.58,12.27,8.84,16.73
3361,45,Toledo,1999,1,362017,177829,184188,122932,63426,76765,98894,4,0,4,0,1,3,0,13.04,7.11,23.77,13.79,7.46,24.66,13.64,7.65,24.12,14.66,8.95,24.81,17.72,11.04,29.8,15.87,9.73,26.92,15.39,10.39,24.9,17.43,13.2,25.72,18.58,13.34,28.78
3362,45,Toledo,1999,2,363418,178525,184893,123329,64035,76840,99214,10,1,11,1,2,7,1,12.65,6.36,24.08,13.04,7.11,23.77,13.79,7.46,24.66,13.64,7.65,24.12,14.66,8.95,24.81,17.72,11.04,29.8,15.87,9.73,26.92,15.39,10.39,24.9,17.43,13.2,25.72
3363,45,Toledo,1999,3,364895,179259,185636,123725,64648,76915,99607,8,1,9,3,1,3,2,11.55,5.49,22.78,12.65,6.36,24.08,13.04,7.11,23.77,13.79,7.46,24.66,13.64,7.65,24.12,14.66,8.95,24.81,17.72,11.04,29.8,15.87,9.73,26.92,15.39,10.39,24.9
3364,45,Toledo,1999,4,366525,180070,186454,124119,65267,76990,100148,4,1,5,0,3,2,0,13.87,6.98,26.41,11.55,5.49,22.78,12.65,6.36,24.08,13.04,7.11,23.77,13.79,7.46,24.66,13.64,7.65,24.12,14.66,8.95,24.81,17.72,11.04,29.8,15.87,9.73,26.92
3365,45,Toledo,2000,1,368141,180885,187256,124500,65929,77076,100636,7,1,8,1,1,5,1,12.79,5.76,25.85,13.87,6.98,26.41,11.55,5.49,22.78,12.65,6.36,24.08,13.04,7.11,23.77,13.79,7.46,24.66,13.64,7.65,24.12,14.66,8.95,24.81,17.72,11.04,29.8
