Id,Id2,Geography,Total:,Urban:,Urban: - Inside urbanized areas,Urban: - Inside urban clusters,Rural,Not defined for this file
0500000US47189,47189,"Wilson County, Tennessee",113993,70143,42490,27653,43850,0
0500000US48001,48001,"Anderson County, Texas",58458,19254,0,19254,39204,0
0500000US48003,48003,"Andrews County, Texas",14786,12346,0,12346,2440,0
0500000US48005,48005,"Angelina County, Texas",86771,49388,0,49388,37383,0
0500000US48007,48007,"Aransas County, Texas",23158,16845,0,16845,6313,0
0500000US48009,48009,"Archer County, Texas",9054,997,997,0,8057,0
0500000US48011,48011,"Armstrong County, Texas",1901,0,0,0,1901,0
0500000US48013,48013,"Atascosa County, Texas",44911,17645,0,17645,27266,0
0500000US48015,48015,"Austin County, Texas",28417,9564,0,9564,18853,0
0500000US48017,48017,"Bailey County, Texas",7165,5105,0,5105,2060,0
0500000US48019,48019,"Bandera County, Texas",20485,0,0,0,20485,0
0500000US48021,48021,"Bastrop County, Texas",74171,26811,0,26811,47360,0
0500000US48023,48023,"Baylor County, Texas",3726,0,0,0,3726,0
0500000US48025,48025,"Bee County, Texas",31861,18168,0,18168,13693,0
0500000US48027,48027,"Bell County, Texas",310235,263122,262421,701,47113,0
0500000US48029,48029,"Bexar County, Texas",1714773,1636938,1634008,2930,77835,0
0500000US48031,48031,"Blanco County, Texas",10497,0,0,0,10497,0
0500000US48033,48033,"Borden County, Texas",641,0,0,0,641,0
0500000US48035,48035,"Bosque County, Texas",18212,3421,0,3421,14791,0
0500000US48037,48037,"Bowie County, Texas",92565,59774,52090,7684,32791,0
0500000US48039,48039,"Brazoria County, Texas",313166,242614,226964,15650,70552,0
0500000US48041,48041,"Brazos County, Texas",194851,171345,171345,0,23506,0
0500000US48043,48043,"Brewster County, Texas",9232,6013,0,6013,3219,0
0500000US48045,48045,"Briscoe County, Texas",1637,0,0,0,1637,0
0500000US48047,48047,"Brooks County, Texas",7223,4929,0,4929,2294,0
0500000US48049,48049,"Brown County, Texas",38106,22711,0,22711,15395,0
0500000US48051,48051,"Burleson County, Texas",17187,4012,0,4012,13175,0
0500000US48053,48053,"Burnet County, Texas",42750,18950,0,18950,23800,0
0500000US48055,48055,"Caldwell County, Texas",38066,21967,4251,17716,16099,0
0500000US48057,48057,"Calhoun County, Texas",21381,11817,0,11817,9564,0
0500000US48059,48059,"Callahan County, Texas",13544,3768,0,3768,9776,0
0500000US48061,48061,"Cameron County, Texas",406220,372013,352640,19373,34207,0
0500000US48063,48063,"Camp County, Texas",12401,4777,0,4777,7624,0
0500000US48065,48065,"Carson County, Texas",6182,297,0,297,5885,0
0500000US48067,48067,"Cass County, Texas",30464,7917,0,7917,22547,0
0500000US48069,48069,"Castro County, Texas",8062,4373,0,4373,3689,0
0500000US48071,48071,"Chambers County, Texas",35096,19050,12739,6311,16046,0
0500000US48073,48073,"Cherokee County, Texas",50845,18788,9,18779,32057,0
0500000US48075,48075,"Childress County, Texas",7041,4707,0,4707,2334,0
0500000US48077,48077,"Clay County, Texas",10752,2731,0,2731,8021,0
0500000US48079,48079,"Cochran County, Texas",3127,0,0,0,3127,0
0500000US48081,48081,"Coke County, Texas",3320,0,0,0,3320,0
0500000US48083,48083,"Coleman County, Texas",8895,4310,0,4310,4585,0
0500000US48085,48085,"Collin County, Texas",782341,741325,730300,11025,41016,0
0500000US48087,48087,"Collingsworth County, Texas",3057,0,0,0,3057,0
0500000US48089,48089,"Colorado County, Texas",20874,7804,0,7804,13070,0
0500000US48091,48091,"Comal County, Texas",108472,58417,53140,5277,50055,0
0500000US48093,48093,"Comanche County, Texas",13974,3988,0,3988,9986,0
0500000US48095,48095,"Concho County, Texas",4087,0,0,0,4087,0
0500000US48097,48097,"Cooke County, Texas",38437,15746,0,15746,22691,0
0500000US48099,48099,"Coryell County, Texas",75388,60745,45435,15310,14643,0
0500000US48101,48101,"Cottle County, Texas",1505,0,0,0,1505,0
0500000US48103,48103,"Crane County, Texas",4375,3907,0,3907,468,0
0500000US48105,48105,"Crockett County, Texas",3719,2873,0,2873,846,0
0500000US48107,48107,"Crosby County, Texas",6059,0,0,0,6059,0
0500000US48109,48109,"Culberson County, Texas",2398,0,0,0,2398,0
0500000US48111,48111,"Dallam County, Texas",6703,5125,0,5125,1578,0
0500000US48113,48113,"Dallas County, Texas",2368139,2351839,2351839,0,16300,0
0500000US48115,48115,"Dawson County, Texas",13833,11579,0,11579,2254,0
0500000US48117,48117,"Deaf Smith County, Texas",19372,15941,0,15941,3431,0
0500000US48119,48119,"Delta County, Texas",5231,0,0,0,5231,0
0500000US48121,48121,"Denton County, Texas",662614,616855,587465,29390,45759,0
0500000US48123,48123,"DeWitt County, Texas",20097,10124,0,10124,9973,0
0500000US48125,48125,"Dickens County, Texas",2444,0,0,0,2444,0
0500000US48127,48127,"Dimmit County, Texas",9996,6050,0,6050,3946,0
0500000US48129,48129,"Donley County, Texas",3677,0,0,0,3677,0
0500000US48131,48131,"Duval County, Texas",11782,3883,0,3883,7899,0
0500000US48133,48133,"Eastland County, Texas",18583,7369,0,7369,11214,0
0500000US48135,48135,"Ector County, Texas",137130,124164,124164,0,12966,0
0500000US48137,48137,"Edwards County, Texas",2002,0,0,0,2002,0
0500000US48139,48139,"Ellis County, Texas",149610,101772,83514,18258,47838,0
0500000US48141,48141,"El Paso County, Texas",800647,783238,772374,10864,17409,0
0500000US48143,48143,"Erath County, Texas",37890,20339,0,20339,17551,0
0500000US48145,48145,"Falls County, Texas",17866,5832,0,5832,12034,0
0500000US48147,48147,"Fannin County, Texas",33915,9995,0,9995,23920,0
0500000US48149,48149,"Fayette County, Texas",24554,8069,0,8069,16485,0
0500000US48151,48151,"Fisher County, Texas",3974,0,0,0,3974,0
0500000US48153,48153,"Floyd County, Texas",6446,3009,0,3009,3437,0
0500000US48155,48155,"Foard County, Texas",1336,0,0,0,1336,0
0500000US48157,48157,"Fort Bend County, Texas",585375,552970,547198,5772,32405,0
0500000US48159,48159,"Franklin County, Texas",10605,3274,0,3274,7331,0
0500000US48161,48161,"Freestone County, Texas",19816,6643,0,6643,13173,0
0500000US48163,48163,"Frio County, Texas",17217,13398,0,13398,3819,0
0500000US48165,48165,"Gaines County, Texas",17526,6477,0,6477,11049,0
0500000US48167,48167,"Galveston County, Texas",291309,273394,229372,44022,17915,0
0500000US48169,48169,"Garza County, Texas",6461,5018,0,5018,1443,0
0500000US48171,48171,"Gillespie County, Texas",24837,11511,0,11511,13326,0
0500000US48173,48173,"Glasscock County, Texas",1226,0,0,0,1226,0
0500000US48175,48175,"Goliad County, Texas",7210,0,0,0,7210,0
0500000US48177,48177,"Gonzales County, Texas",19807,6877,0,6877,12930,0
0500000US48179,48179,"Gray County, Texas",22535,18166,0,18166,4369,0
0500000US48181,48181,"Grayson County, Texas",120877,68718,61900,6818,52159,0
0500000US48183,48183,"Gregg County, Texas",121730,105464,92517,12947,16266,0
0500000US48185,48185,"Grimes County, Texas",26604,8273,0,8273,18331,0
0500000US48187,48187,"Guadalupe County, Texas",131533,97121,72999,24122,34412,0
0500000US48189,48189,"Hale County, Texas",36273,27894,0,27894,8379,0
0500000US48191,48191,"Hall County, Texas",3353,0,0,0,3353,0
0500000US48193,48193,"Hamilton County, Texas",8517,3034,0,3034,5483,0
0500000US48195,48195,"Hansford County, Texas",5613,3349,0,3349,2264,0
0500000US48197,48197,"Hardeman County, Texas",4139,0,0,0,4139,0
0500000US48199,48199,"Hardin County, Texas",54635,26472,16941,9531,28163,0
0500000US48201,48201,"Harris County, Texas",4092459,4042806,4042806,0,49653,0
0500000US48203,48203,"Harrison County, Texas",65631,28842,3205,25637,36789,0
0500000US48205,48205,"Hartley County, Texas",6062,2591,0,2591,3471,0
0500000US48207,48207,"Haskell County, Texas",5899,3090,0,3090,2809,0
0500000US48209,48209,"Hays County, Texas",157107,107285,98522,8763,49822,0
0500000US48211,48211,"Hemphill County, Texas",3807,2781,0,2781,1026,0
0500000US48213,48213,"Henderson County, Texas",78532,31326,0,31326,47206,0
0500000US48215,48215,"Hidalgo County, Texas",774769(r48754),734956,729433,5523,39813,0
0500000US48217,48217,"Hill County, Texas",35089,8328,0,8328,26761,0
0500000US48219,48219,"Hockley County, Texas",22935,13796,0,13796,9139,0
0500000US48221,48221,"Hood County, Texas",51182,34371,0,34371,16811,0
0500000US48223,48223,"Hopkins County, Texas",35161,14196,0,14196,20965,0
0500000US48225,48225,"Houston County, Texas",23732,6292,0,6292,17440,0
0500000US48227,48227,"Howard County, Texas",35012,27987,0,27987,7025,0
0500000US48229,48229,"Hudspeth County, Texas",3476,0,0,0,3476,0
0500000US48231,48231,"Hunt County, Texas",86129,37353,0,37353,48776,0
0500000US48233,48233,"Hutchinson County, Texas",22150,17152,0,17152,4998,0
0500000US48235,48235,"Irion County, Texas",1599,0,0,0,1599,0
0500000US48237,48237,"Jack County, Texas",9044,4231,0,4231,4813,0
0500000US48239,48239,"Jackson County, Texas",14075,5374,0,5374,8701,0
0500000US48241,48241,"Jasper County, Texas",35710,7790,0,7790,27920,0
0500000US48243,48243,"Jeff Davis County, Texas",2342,0,0,0,2342,0
0500000US48245,48245,"Jefferson County, Texas",252273,231077,231077,0,21196,0
0500000US48247,48247,"Jim Hogg County, Texas",5300,4378,0,4378,922,0
0500000US48249,48249,"Jim Wells County, Texas",40838,24468,0,24468,16370,0
0500000US48251,48251,"Johnson County, Texas",150934,93769,44338,49431,57165,0
0500000US48253,48253,"Jones County, Texas",20202,3000,0,3000,17202,0
0500000US48255,48255,"Karnes County, Texas",14824,9133,0,9133,5691,0
0500000US48257,48257,"Kaufman County, Texas",103350,52897,2534,50363,50453,0
0500000US48259,48259,"Kendall County, Texas",33410,13979,1277,12702,19431,0
0500000US48261,48261,"Kenedy County, Texas",416,0,0,0,416,0
0500000US48263,48263,"Kent County, Texas",808,0,0,0,808,0
0500000US48265,48265,"Kerr County, Texas",49625,29228,0,29228,20397,0
0500000US48267,48267,"Kimble County, Texas",4607,2566,0,2566,2041,0
0500000US48269,48269,"King County, Texas",286,0,0,0,286,0
0500000US48271,48271,"Kinney County, Texas",3598,2862,0,2862,736,0
0500000US48273,48273,"Kleberg County, Texas",32061,26011,0,26011,6050,0
0500000US48275,48275,"Knox County, Texas",3719,0,0,0,3719,0
0500000US48277,48277,"Lamar County, Texas",49793,26349,0,26349,23444,0
0500000US48279,48279,"Lamb County, Texas",13977,5914,0,5914,8063,0
0500000US48281,48281,"Lampasas County, Texas",19677,6244,164,6080,13433,0
0500000US48283,48283,"La Salle County, Texas",6886,3694,0,3694,3192,0
0500000US48285,48285,"Lavaca County, Texas",19263,3599,0,3599,15664,0
0500000US48287,48287,"Lee County, Texas",16612,5030,0,5030,11582,0
0500000US48289,48289,"Leon County, Texas",16801,0,0,0,16801,0
0500000US48291,48291,"Liberty County, Texas",75643,27816,0,27816,47827,0
0500000US48293,48293,"Limestone County, Texas",23384,10846,0,10846,12538,0
0500000US48295,48295,"Lipscomb County, Texas",3302,0,0,0,3302,0
0500000US48297,48297,"Live Oak County, Texas",11531,0,0,0,11531,0
0500000US48299,48299,"Llano County, Texas",19301,10581,0,10581,8720,0
0500000US48301,48301,"Loving County, Texas",82,0,0,0,82,0
0500000US48303,48303,"Lubbock County, Texas",278831,247224,237356,9868,31607,0
0500000US48305,48305,"Lynn County, Texas",5915,2560,0,2560,3355,0
0500000US48307,48307,"McCulloch County, Texas",8283,5357,0,5357,2926,0
0500000US48309,48309,"McLennan County, Texas",234906,180051,172378,7673,54855,0
0500000US48311,48311,"McMullen County, Texas",707,0,0,0,707,0
0500000US48313,48313,"Madison County, Texas",13664,4454,0,4454,9210,0
0500000US48315,48315,"Marion County, Texas",10546,0,0,0,10546,0
0500000US48317,48317,"Martin County, Texas",4799,0,0,0,4799,0
0500000US48319,48319,"Mason County, Texas",4012,0,0,0,4012,0
0500000US48321,48321,"Matagorda County, Texas",36702,23336,0,23336,13366,0
0500000US48323,48323,"Maverick County, Texas",54258,49236,0,49236,5022,0
0500000US48325,48325,"Medina County, Texas",46006,17687,0,17687,28319,0
0500000US48327,48327,"Menard County, Texas",2242,0,0,0,2242,0
0500000US48329,48329,"Midland County, Texas",136872,120048,120048,0,16824,0
0500000US48331,48331,"Milam County, Texas",24757,10848,0,10848,13909,0
0500000US48333,48333,"Mills County, Texas",4936,0,0,0,4936,0
0500000US48335,48335,"Mitchell County, Texas",9403,5948,0,5948,3455,0
0500000US48337,48337,"Montague County, Texas",19719,8096,0,8096,11623,0
0500000US48339,48339,"Montgomery County, Texas",455746,352175,305486,46689,103571,0
0500000US48341,48341,"Moore County, Texas",21904,18221,0,18221,3683,0
0500000US48343,48343,"Morris County, Texas",12934,2791,0,2791,10143,0
0500000US48345,48345,"Motley County, Texas",1210,0,0,0,1210,0
0500000US48347,48347,"Nacogdoches County, Texas",64524,34546,0,34546,29978,0
0500000US48349,48349,"Navarro County, Texas",47735,22599,0,22599,25136,0
0500000US48351,48351,"Newton County, Texas",14445,0,0,0,14445,0
0500000US48353,48353,"Nolan County, Texas",15216,10247,0,10247,4969,0
0500000US48355,48355,"Nueces County, Texas",340223,318288,303181,15107,21935,0
0500000US48357,48357,"Ochiltree County, Texas",10223,8801,0,8801,1422,0
0500000US48359,48359,"Oldham County, Texas",2052,0,0,0,2052,0
0500000US48361,48361,"Orange County, Texas",81837,53054,53054,0,28783,0
0500000US48363,48363,"Palo Pinto County, Texas",28111,13995,0,13995,14116,0
0500000US48365,48365,"Panola County, Texas",23796,6492,0,6492,17304,0
0500000US48367,48367,"Parker County, Texas",116927,51349,6934,44415,65578,0
0500000US48369,48369,"Parmer County, Texas",10269,4106,0,4106,6163,0
0500000US48371,48371,"Pecos County, Texas",15507,9339,0,9339,6168,0
0500000US48373,48373,"Polk County, Texas",45413,10155,0,10155,35258,0
0500000US48375,48375,"Potter County, Texas",121073,110181,110181,0,10892,0
0500000US48377,48377,"Presidio County, Texas",7818,4654,0,4654,3164,0
0500000US48379,48379,"Rains County, Texas",10914,739,0,739,10175,0
0500000US48381,48381,"Randall County, Texas",120725,103370,86470,16900,17355,0
0500000US48383,48383,"Reagan County, Texas",3367,2919,0,2919,448,0
0500000US48385,48385,"Real County, Texas",3309,0,0,0,3309,0
0500000US48387,48387,"Red River County, Texas",12860,3121,0,3121,9739,0
0500000US48389,48389,"Reeves County, Texas",13783,11785,0,11785,1998,0
0500000US48391,48391,"Refugio County, Texas",7383,2903,0,2903,4480,0
0500000US48393,48393,"Roberts County, Texas",929,0,0,0,929,0
0500000US48395,48395,"Robertson County, Texas",16622,4346,0,4346,12276,0
0500000US48397,48397,"Rockwall County, Texas",78337,65775,65775,0,12562,0
0500000US48399,48399,"Runnels County, Texas",10501,6221,0,6221,4280,0
0500000US48401,48401,"Rusk County, Texas",53330,18200,3,18197,35130,0
0500000US48403,48403,"Sabine County, Texas",10834,0,0,0,10834,0
0500000US48405,48405,"San Augustine County, Texas",8865,0,0,0,8865,0
0500000US48407,48407,"San Jacinto County, Texas",26384,0,0,0,26384,0
0500000US48409,48409,"San Patricio County, Texas",64804,52070,16888,35182,12734,0
0500000US48411,48411,"San Saba County, Texas",6131,3105,0,3105,3026,0
0500000US48413,48413,"Schleicher County, Texas",3461,0,0,0,3461,0
0500000US48415,48415,"Scurry County, Texas",16921,11557,0,11557,5364,0
0500000US48417,48417,"Shackelford County, Texas",3378,0,0,0,3378,0
0500000US48419,48419,"Shelby County, Texas",25448,5234,0,5234,20214,0
0500000US48421,48421,"Sherman County, Texas",3034,0,0,0,3034,0
0500000US48423,48423,"Smith County, Texas",209714,143428,130238,13190,66286,0
0500000US48425,48425,"Somervell County, Texas",8490,0,0,0,8490,0
0500000US48427,48427,"Starr County, Texas",60968,46515,0,46515,14453,0
0500000US48429,48429,"Stephens County, Texas",9630,5839,0,5839,3791,0
0500000US48431,48431,"Sterling County, Texas",1143,0,0,0,1143,0
0500000US48433,48433,"Stonewall County, Texas",1490,0,0,0,1490,0
0500000US48435,48435,"Sutton County, Texas",4128,3352,0,3352,776,0
0500000US48437,48437,"Swisher County, Texas",7854,4903,0,4903,2951,0
0500000US48439,48439,"Tarrant County, Texas",1809034,1785730,1785397,333,23304,0
0500000US48441,48441,"Taylor County, Texas",131506,110421,110421,0,21085,0
0500000US48443,48443,"Terrell County, Texas",984,0,0,0,984,0
0500000US48445,48445,"Terry County, Texas",12651,9530,0,9530,3121,0
0500000US48447,48447,"Throckmorton County, Texas",1641,0,0,0,1641,0
0500000US48449,48449,"Titus County, Texas",32334,15987,0,15987,16347,0
0500000US48451,48451,"Tom Green County, Texas",110224,92984,92984,0,17240,0
0500000US48453,48453,"Travis County, Texas",1024266,968305,953643,14662,55961,0
0500000US48455,48455,"Trinity County, Texas",14585,3320,0,3320,11265,0
0500000US48457,48457,"Tyler County, Texas",21766,4760,0,4760,17006,0
0500000US48459,48459,"Upshur County, Texas",39309,8137,3159,4978,31172,0
0500000US48461,48461,"Upton County, Texas",3355,0,0,0,3355,0
0500000US48463,48463,"Uvalde County, Texas",26405,18118,0,18118,8287,0
0500000US48465,48465,"Val Verde County, Texas",48879,43914,0,43914,4965,0
0500000US48467,48467,"Van Zandt County, Texas",52579,13135,0,13135,39444,0
0500000US48469,48469,"Victoria County, Texas",86793,63683,63683,0,23110,0
0500000US48471,48471,"Walker County, Texas",67861,36928,0,36928,30933,0
0500000US48473,48473,"Waller County, Texas",43205,16573,918,15655,26632,0
0500000US48475,48475,"Ward County, Texas",10658,7686,0,7686,2972,0
0500000US48477,48477,"Washington County, Texas",33718,15682,0,15682,18036,0
0500000US48479,48479,"Webb County, Texas",250304,243797,235730,8067,6507,0
0500000US48481,48481,"Wharton County, Texas",41280,20683,0,20683,20597,0
0500000US48483,48483,"Wheeler County, Texas",5410,0,0,0,5410,0
0500000US48485,48485,"Wichita County, Texas",131500,117473,98440,19033,14027,0
0500000US48487,48487,"Wilbarger County, Texas",13535,10572,0,10572,2963,0
0500000US48489,48489,"Willacy County, Texas",22134,14481,0,14481,7653,0
0500000US48491,48491,"Williamson County, Texas",422679,372000,355612,16388,50679,0
0500000US48493,48493,"Wilson County, Texas",42918,6068,0,6068,36850,0
0500000US48495,48495,"Winkler County, Texas",7110,5821,0,5821,1289,0
0500000US48497,48497,"Wise County, Texas",59127,16492,0,16492,42635,0
0500000US48499,48499,"Wood County, Texas",41964,10827,0,10827,31137,0
0500000US48501,48501,"Yoakum County, Texas",7879,4938,0,4938,2941,0
0500000US48503,48503,"Young County, Texas",18550,12323,0,12323,6227,0
0500000US48505,48505,"Zapata County, Texas",14018,10719,0,10719,3299,0
0500000US48507,48507,"Zavala County, Texas",11677,7236,0,7236,4441,0
0500000US49001,49001,"Beaver County, Utah",6629,2882,0,2882,3747,0
0500000US49003,49003,"Box Elder County, Utah",49975,34433,24543,9890,15542,0
0500000US49005,49005,"Cache County, Utah",112656,94983,94983,0,17673,0
0500000US49007,49007,"Carbon County, Utah",21403,14187,0,14187,7216,0
0500000US49009,49009,"Daggett County, Utah",1059,0,0,0,1059,0
0500000US49011,49011,"Davis County, Utah",306479,303661,303661,0,2818,0
0500000US49013,49013,"Duchesne County, Utah",18607,5915,0,5915,12692,0
0500000US49015,49015,"Emery County, Utah",10976,2893,0,2893,8083,0
0500000US49017,49017,"Garfield County, Utah",5172,0,0,0,5172,0
0500000US49019,49019,"Grand County, Utah",9225,6883,0,6883,2342,0
0500000US49021,49021,"Iron County, Utah",46163,35751,0,35751,10412,0
0500000US49023,49023,"Juab County, Utah",10246,5792,0,5792,4454,0
0500000US49025,49025,"Kane County, Utah",7125,3212,0,3212,3913,0
0500000US49027,49027,"Millard County, Utah",12503,3258,0,3258,9245,0
0500000US49029,49029,"Morgan County, Utah",9469,3518,0,3518,5951,0
0500000US49031,49031,"Piute County, Utah",1556,0,0,0,1556,0
0500000US49033,49033,"Rich County, Utah",2264,0,0,0,2264,0
0500000US49035,49035,"Salt Lake County, Utah",1029655,1020354,1020354,0,9301,0
0500000US49037,49037,"San Juan County, Utah",14746,3264,0,3264,11482,0
0500000US49039,49039,"Sanpete County, Utah",27822,16435,0,16435,11387,0
0500000US49041,49041,"Sevier County, Utah",20802,7340,0,7340,13462,0
0500000US49043,49043,"Summit County, Utah",36324,22085,0,22085,14239,0
0500000US49045,49045,"Tooele County, Utah",58218,47913,0,47913,10305,0
0500000US49047,49047,"Uintah County, Utah",32588,17321,0,17321,15267,0
0500000US49049,49049,"Utah County, Utah",516564,499378,483708,15670,17186,0
0500000US49051,49051,"Wasatch County, Utah",23530,17212,0,17212,6318,0
0500000US49053,49053,"Washington County, Utah",138115,117103,98370,18733,21012,0
0500000US49055,49055,"Wayne County, Utah",2778,0,0,0,2778,0
0500000US49057,49057,"Weber County, Utah",231236,217822,217822,0,13414,0
0500000US50001,50001,"Addison County, Vermont",36821,7942,0,7942,28879,0
0500000US50003,50003,"Bennington County, Vermont",37125,13175,0,13175,23950,0
0500000US50005,50005,"Caledonia County, Vermont",31227,7997,0,7997,23230,0
0500000US50007,50007,"Chittenden County, Vermont",156545,115865,108740,7125,40680,0
0500000US50009,50009,"Essex County, Vermont",6306,0,0,0,6306,0
0500000US50011,50011,"Franklin County, Vermont",47746,13505,0,13505,34241,0
0500000US50013,50013,"Grand Isle County, Vermont",6970,0,0,0,6970,0
0500000US50015,50015,"Lamoille County, Vermont",24475,0,0,0,24475,0
0500000US50017,50017,"Orange County, Vermont",28936,799,0,799,28137,0
0500000US50019,50019,"Orleans County, Vermont",27231,4004,0,4004,23227,0
0500000US50021,50021,"Rutland County, Vermont",61642,24032,0,24032,37610,0
0500000US50023,50023,"Washington County, Vermont",59534,28097,0,28097,31437,0
0500000US50025,50025,"Windham County, Vermont",44513,14135,0,14135,30378,0
0500000US50027,50027,"Windsor County, Vermont",56670,13834,0,13834,42836,0
0500000US51001,51001,"Accomack County, Virginia",33164,0,0,0,33164,0
0500000US51003,51003,"Albemarle County, Virginia",98970(r49499),54411,48884,5527,44559,0
0500000US51005,51005,"Alleghany County, Virginia",16250,7736,0,7736,8514,0
0500000US51007,51007,"Amelia County, Virginia",12690,0,0,0,12690,0
0500000US51009,51009,"Amherst County, Virginia",32353,11756,11756,0,20597,0
0500000US51011,51011,"Appomattox County, Virginia",14973,0,0,0,14973,0
0500000US51013,51013,"Arlington County, Virginia",207627,207627,207627,0,0,0
0500000US51015,51015,"Augusta County, Virginia",73750,24752,13267,11485,48998,0
0500000US51017,51017,"Bath County, Virginia",4731,0,0,0,4731,0
0500000US51019,51019,"Bedford County, Virginia",68676,14812,14077,735,53864,0
0500000US51021,51021,"Bland County, Virginia",6824,0,0,0,6824,0
0500000US51023,51023,"Botetourt County, Virginia",33148,11901,11857,44,21247,0
0500000US51025,51025,"Brunswick County, Virginia",17434,4270,0,4270,13164,0
0500000US51027,51027,"Buchanan County, Virginia",24098,0,0,0,24098,0
0500000US51029,51029,"Buckingham County, Virginia",17146,0,0,0,17146,0
0500000US51031,51031,"Campbell County, Virginia",54842,21326,17747,3579,33516,0
0500000US51033,51033,"Caroline County, Virginia",28545,6165,0,6165,22380,0
0500000US51035,51035,"Carroll County, Virginia",30042,858,0,858,29184,0
0500000US51036,51036,"Charles City County, Virginia",7256,0,0,0,7256,0
0500000US51037,51037,"Charlotte County, Virginia",12586,0,0,0,12586,0
0500000US51041,51041,"Chesterfield County, Virginia",316236,297487,297487,0,18749,0
0500000US51043,51043,"Clarke County, Virginia",14034,4277,0,4277,9757,0
0500000US51045,51045,"Craig County, Virginia",5190,0,0,0,5190,0
0500000US51047,51047,"Culpeper County, Virginia",46689,17778,0,17778,28911,0
0500000US51049,51049,"Cumberland County, Virginia",10052,402,0,402,9650,0
0500000US51051,51051,"Dickenson County, Virginia",15903,0,0,0,15903,0
0500000US51053,51053,"Dinwiddie County, Virginia",28001,8062,8062,0,19939,0
0500000US51057,51057,"Essex County, Virginia",11151,2534,0,2534,8617,0
0500000US51059,51059,"Fairfax County, Virginia",1081726(r49532),1066647,1066647,0,15079,0
0500000US51061,51061,"Fauquier County, Virginia",65203,27714,21089,6625,37489,0
0500000US51063,51063,"Floyd County, Virginia",15279,0,0,0,15279,0
0500000US51065,51065,"Fluvanna County, Virginia",25691,9528,0,9528,16163,0
0500000US51067,51067,"Franklin County, Virginia",56159,6048,0,6048,50111,0
0500000US51069,51069,"Frederick County, Virginia",78305,43246,43246,0,35059,0
0500000US51071,51071,"Giles County, Virginia",17286,5828,0,5828,11458,0
0500000US51073,51073,"Gloucester County, Virginia",36858,13038,8861,4177,23820,0
0500000US51075,51075,"Goochland County, Virginia",21717,653,653,0,21064,0
0500000US51077,51077,"Grayson County, Virginia",15533,19,0,19,15514,0
0500000US51079,51079,"Greene County, Virginia",18403,8973,0,8973,9430,0
0500000US51081,51081,"Greensville County, Virginia",12243,1590,0,1590,10653,0
0500000US51083,51083,"Halifax County, Virginia",36241,8306,0,8306,27935,0
0500000US51085,51085,"Hanover County, Virginia",99863,60831,60831,0,39032,0
0500000US51087,51087,"Henrico County, Virginia",306935,293832,293832,0,13103,0
0500000US51089,51089,"Henry County, Virginia",54151,21270,0,21270,32881,0
0500000US51091,51091,"Highland County, Virginia",2321,0,0,0,2321,0
0500000US51093,51093,"Isle of Wight County, Virginia",35270,15030,4287,10743,20240,0
0500000US51095,51095,"James City County, Virginia",67009,56387,56387,0,10622,0
0500000US51097,51097,"King and Queen County, Virginia",6945,0,0,0,6945,0
0500000US51099,51099,"King George County, Virginia",23584,6323,0,6323,17261,0
0500000US51101,51101,"King William County, Virginia",15935,2675,0,2675,13260,0
0500000US51103,51103,"Lancaster County, Virginia",11391,0,0,0,11391,0
0500000US51105,51105,"Lee County, Virginia",25587,112,0,112,25475,0
0500000US51107,51107,"Loudoun County, Virginia",312311,272957,259231,13726,39354,0
0500000US51109,51109,"Louisa County, Virginia",33153,0,0,0,33153,0
0500000US51111,51111,"Lunenburg County, Virginia",12914,0,0,0,12914,0
0500000US51113,51113,"Madison County, Virginia",13308,0,0,0,13308,0
0500000US51115,51115,"Mathews County, Virginia",8978,0,0,0,8978,0
0500000US51117,51117,"Mecklenburg County, Virginia",32727,7262,0,7262,25465,0
0500000US51119,51119,"Middlesex County, Virginia",10959,0,0,0,10959,0
0500000US51121,51121,"Montgomery County, Virginia",94392,70864,70864,0,23528,0
0500000US51125,51125,"Nelson County, Virginia",15020,0,0,0,15020,0
0500000US51127,51127,"New Kent County, Virginia",18429,0,0,0,18429,0
0500000US51131,51131,"Northampton County, Virginia",12389,0,0,0,12389,0
0500000US51133,51133,"Northumberland County, Virginia",12330,0,0,0,12330,0
0500000US51135,51135,"Nottoway County, Virginia",15853,7555,0,7555,8298,0
0500000US51137,51137,"Orange County, Virginia",33481,14136,0,14136,19345,0
0500000US51139,51139,"Page County, Virginia",24042,4770,0,4770,19272,0
0500000US51141,51141,"Patrick County, Virginia",18490,0,0,0,18490,0
0500000US51143,51143,"Pittsylvania County, Virginia",63506,9126,0,9126,54380,0
0500000US51145,51145,"Powhatan County, Virginia",28046,91,91,0,27955,0
0500000US51147,51147,"Prince Edward County, Virginia",23368,8597,0,8597,14771,0
0500000US51149,51149,"Prince George County, Virginia",35725,16647,16647,0,19078,0
0500000US51153,51153,"Prince William County, Virginia",402002,385254,385254,0,16748,0
0500000US51155,51155,"Pulaski County, Virginia",34872,18516,2450,16066,16356,0
0500000US51157,51157,"Rappahannock County, Virginia",7373,0,0,0,7373,0
0500000US51159,51159,"Richmond County, Virginia",9254,0,0,0,9254,0
0500000US51161,51161,"Roanoke County, Virginia",92376,75249,75249,0,17127,0
0500000US51163,51163,"Rockbridge County, Virginia",22307,1865,0,1865,20442,0
0500000US51165,51165,"Rockingham County, Virginia",76314,31035,17870,13165,45279,0
