Id,Id2,Geography,Total:,Urban:,Urban: - Inside urbanized areas,Urban: - Inside urban clusters,Rural,Filler
0500000US29063,29063,"DeKalb County, Missouri",11597,3814,0,3814,7783,0
0500000US29065,29065,"Dent County, Missouri",14927,5012,0,5012,9915,0
0500000US29067,29067,"Douglas County, Missouri",13084,2874,0,2874,10210,0
0500000US29069,29069,"Dunklin County, Missouri",33155,16634,0,16634,16521,0
0500000US29071,29071,"Franklin County, Missouri",93807,39343,0,39343,54464,0
0500000US29073,29073,"Gasconade County, Missouri",15342,5216,0,5216,10126,0
0500000US29075,29075,"Gentry County, Missouri",6861,0,0,0,6861,0
0500000US29077,29077,"Greene County, Missouri",240391,197233,188482,8751,43158,0
0500000US29079,29079,"Grundy County, Missouri",10432,6135,0,6135,4297,0
0500000US29081,29081,"Harrison County, Missouri",8850,2532,0,2532,6318,0
0500000US29083,29083,"Henry County, Missouri",21997,11899,0,11899,10098,0
0500000US29085,29085,"Hickory County, Missouri",8940,0,0,0,8940,0
0500000US29087,29087,"Holt County, Missouri",5351,0,0,0,5351,0
0500000US29089,29089,"Howard County, Missouri",10212,3836,0,3836,6376,0
0500000US29091,29091,"Howell County, Missouri",37238,10065,0,10065,27173,0
0500000US29093,29093,"Iron County, Missouri",10697,2627,0,2627,8070,0
0500000US29095,29095,"Jackson County, Missouri",654880,628608,620677,7931,26272,0
0500000US29097,29097,"Jasper County, Missouri",104686,78238,63988,14250,26448,0
0500000US29099,29099,"Jefferson County, Missouri",198099,129456,116939,12517,68643,0
0500000US29101,29101,"Johnson County, Missouri",48258,24529,0,24529,23729,0
0500000US29103,29103,"Knox County, Missouri",4361,0,0,0,4361,0
0500000US29105,29105,"Laclede County, Missouri",32513,11628,0,11628,20885,0
0500000US29107,29107,"Lafayette County, Missouri",32960,13652,0,13652,19308,0
0500000US29109,29109,"Lawrence County, Missouri",35204,13778,0,13778,21426,0
0500000US29111,29111,"Lewis County, Missouri",10494,0,0,0,10494,0
0500000US29113,29113,"Lincoln County, Missouri",38944,8307,0,8307,30637,0
0500000US29115,29115,"Linn County, Missouri",13754,4450,0,4450,9304,0
0500000US29117,29117,"Livingston County, Missouri",14558,9096,0,9096,5462,0
0500000US29119,29119,"McDonald County, Missouri",21681,0,0,0,21681,0
0500000US29121,29121,"Macon County, Missouri",15762,5202,0,5202,10560,0
0500000US29123,29123,"Madison County, Missouri",11800,4181,0,4181,7619,0
0500000US29125,29125,"Maries County, Missouri",8903,0,0,0,8903,0
0500000US29127,29127,"Marion County, Missouri",28289,21163,0,21163,7126,0
0500000US29129,29129,"Mercer County, Missouri",3757,0,0,0,3757,0
0500000US29131,29131,"Miller County, Missouri",23564,5388,0,5388,18176,0
0500000US29133,29133,"Mississippi County, Missouri",13427,8392,0,8392,5035,0
0500000US29135,29135,"Moniteau County, Missouri",14827,7221,0,7221,7606,0
0500000US29137,29137,"Monroe County, Missouri",9311,0,0,0,9311,0
0500000US29139,29139,"Montgomery County, Missouri",12136,0,0,0,12136,0
0500000US29141,29141,"Morgan County, Missouri",19309,0,0,0,19309,0
0500000US29143,29143,"New Madrid County, Missouri",19760,7578,0,7578,12182,0
0500000US29145,29145,"Newton County, Missouri",52636,18579,8101,10478,34057,0
0500000US29147,29147,"Nodaway County, Missouri",21912,11582,0,11582,10330,0
0500000US29149,29149,"Oregon County, Missouri",10344,2113,0,2113,8231,0
0500000US29151,29151,"Osage County, Missouri",13062,0,0,0,13062,0
0500000US29153,29153,"Ozark County, Missouri",9542,0,0,0,9542,0
0500000US29155,29155,"Pemiscot County, Missouri",20047,13117,0,13117,6930,0
0500000US29157,29157,"Perry County, Missouri",18132,7826,0,7826,10306,0
0500000US29159,29159,"Pettis County, Missouri",39403,24370,0,24370,15033,0
0500000US29161,29161,"Phelps County, Missouri",39825,20777,0,20777,19048,0
0500000US29163,29163,"Pike County, Missouri",18351,9157,0,9157,9194,0
0500000US29165,29165,"Platte County, Missouri",73781,59111,54533,4578,14670,0
0500000US29167,29167,"Polk County, Missouri",26992,8746,0,8746,18246,0
0500000US29169,29169,"Pulaski County, Missouri",41165,20943,0,20943,20222,0
0500000US29171,29171,"Putnam County, Missouri",5223,0,0,0,5223,0
0500000US29173,29173,"Ralls County, Missouri",9626,224,0,224,9402,0
0500000US29175,29175,"Randolph County, Missouri",24663,11839,0,11839,12824,0
0500000US29177,29177,"Ray County, Missouri",23354,6759,0,6759,16595,0
0500000US29179,29179,"Reynolds County, Missouri",6689,0,0,0,6689,0
0500000US29181,29181,"Ripley County, Missouri",13509,0,0,0,13509,0
0500000US29183,29183,"St. Charles County, Missouri",283883,261365,261365,0,22518,0
0500000US29185,29185,"St. Clair County, Missouri",9652,0,0,0,9652,0
0500000US29186,29186,"Ste. Genevieve County, Missouri",17842,4205,0,4205,13637,0
0500000US29187,29187,"St. Francois County, Missouri",55641,32915,0,32915,22726,0
0500000US29189,29189,"St. Louis County, Missouri",1016315,1002476,993778,8698,13839,0
0500000US29195,29195,"Saline County, Missouri",23756,12658,0,12658,11098,0
0500000US29197,29197,"Schuyler County, Missouri",4170,0,0,0,4170,0
0500000US29199,29199,"Scotland County, Missouri",4983,0,0,0,4983,0
0500000US29201,29201,"Scott County, Missouri",40422,25096,0,25096,15326,0
0500000US29203,29203,"Shannon County, Missouri",8324,0,0,0,8324,0
0500000US29205,29205,"Shelby County, Missouri",6799,0,0,0,6799,0
0500000US29207,29207,"Stoddard County, Missouri",29705,8812,0,8812,20893,0
0500000US29209,29209,"Stone County, Missouri",28658,0,0,0,28658,0
0500000US29211,29211,"Sullivan County, Missouri",7219,0,0,0,7219,0
0500000US29213,29213,"Taney County, Missouri",39703,19823,0,19823,19880,0
0500000US29215,29215,"Texas County, Missouri",23003,155,0,155,22848,0
0500000US29217,29217,"Vernon County, Missouri",20454,8630,0,8630,11824,0
0500000US29219,29219,"Warren County, Missouri",24525,5277,0,5277,19248,0
0500000US29221,29221,"Washington County, Missouri",23344,4741,0,4741,18603,0
0500000US29223,29223,"Wayne County, Missouri",13259,0,0,0,13259,0
0500000US29225,29225,"Webster County, Missouri",31045,6032,0,6032,25013,0
0500000US29227,29227,"Worth County, Missouri",2382,0,0,0,2382,0
0500000US29229,29229,"Wright County, Missouri",17955,4403,0,4403,13552,0
0500000US29510,29510,"St. Louis city, Missouri",348189,348189,348189,0,0,0
0500000US30001,30001,"Beaverhead County, Montana",9202,4306,0,4306,4896,0
0500000US30003,30003,"Big Horn County, Montana",12671,3575,0,3575,9096,0
0500000US30005,30005,"Blaine County, Montana",7009,0,0,0,7009,0
0500000US30007,30007,"Broadwater County, Montana",4385,0,0,0,4385,0
0500000US30009,30009,"Carbon County, Montana",9552,0,0,0,9552,0
0500000US30011,30011,"Carter County, Montana",1360,0,0,0,1360,0
0500000US30013,30013,"Cascade County, Montana",80357,64387,64387,0,15970,0
0500000US30015,30015,"Chouteau County, Montana",5970,0,0,0,5970,0
0500000US30017,30017,"Custer County, Montana",11696,9720,0,9720,1976,0
0500000US30019,30019,"Daniels County, Montana",2017,0,0,0,2017,0
0500000US30021,30021,"Dawson County, Montana",9059,6188,0,6188,2871,0
0500000US30023,30023,"Deer Lodge County, Montana",9417,6223,0,6223,3194,0
0500000US30025,30025,"Fallon County, Montana",2837,0,0,0,2837,0
0500000US30027,30027,"Fergus County, Montana",11893,6395,0,6395,5498,0
0500000US30029,30029,"Flathead County, Montana",74471,35473,0,35473,38998,0
0500000US30031,30031,"Gallatin County, Montana",67831,38484,0,38484,29347,0
0500000US30033,30033,"Garfield County, Montana",1279,0,0,0,1279,0
0500000US30035,30035,"Glacier County, Montana",13247,7671,0,7671,5576,0
0500000US30037,30037,"Golden Valley County, Montana",1042,0,0,0,1042,0
0500000US30039,30039,"Granite County, Montana",2830,0,0,0,2830,0
0500000US30041,30041,"Hill County, Montana",16673,10413,0,10413,6260,0
0500000US30043,30043,"Jefferson County, Montana",10049,0,0,0,10049,0
0500000US30045,30045,"Judith Basin County, Montana",2329,0,0,0,2329,0
0500000US30047,30047,"Lake County, Montana",26507,4247,0,4247,22260,0
0500000US30049,30049,"Lewis and Clark County, Montana",55716,38451,0,38451,17265,0
0500000US30051,30051,"Liberty County, Montana",2158,0,0,0,2158,0
0500000US30053,30053,"Lincoln County, Montana",18837,4248,0,4248,14589,0
0500000US30055,30055,"McCone County, Montana",1977,0,0,0,1977,0
0500000US30057,30057,"Madison County, Montana",6851,0,0,0,6851,0
0500000US30059,30059,"Meagher County, Montana",1932,0,0,0,1932,0
0500000US30061,30061,"Mineral County, Montana",3884,0,0,0,3884,0
0500000US30063,30063,"Missoula County, Montana",95802,69491,69491,0,26311,0
0500000US30065,30065,"Musselshell County, Montana",4497,0,0,0,4497,0
0500000US30067,30067,"Park County, Montana",15694,8322,0,8322,7372,0
0500000US30069,30069,"Petroleum County, Montana",493,0,0,0,493,0
0500000US30071,30071,"Phillips County, Montana",4601,0,0,0,4601,0
0500000US30073,30073,"Pondera County, Montana",6424,2748,0,2748,3676,0
0500000US30075,30075,"Powder River County, Montana",1858,0,0,0,1858,0
0500000US30077,30077,"Powell County, Montana",7180,5045,0,5045,2135,0
0500000US30079,30079,"Prairie County, Montana",1199,0,0,0,1199,0
0500000US30081,30081,"Ravalli County, Montana",36070,6070,0,6070,30000,0
0500000US30083,30083,"Richland County, Montana",9667,5253,0,5253,4414,0
0500000US30085,30085,"Roosevelt County, Montana",10620,6255,0,6255,4365,0
0500000US30087,30087,"Rosebud County, Montana",9383,0,0,0,9383,0
0500000US30089,30089,"Sanders County, Montana",10227,0,0,0,10227,0
0500000US30091,30091,"Sheridan County, Montana",4105,0,0,0,4105,0
0500000US30093,30093,"Silver Bow County, Montana",34606,30615,0,30615,3991,0
0500000US30095,30095,"Stillwater County, Montana",8195,0,0,0,8195,0
0500000US30097,30097,"Sweet Grass County, Montana",3609,0,0,0,3609,0
0500000US30099,30099,"Teton County, Montana",6445,0,0,0,6445,0
0500000US30101,30101,"Toole County, Montana",5267,3025,0,3025,2242,0
0500000US30103,30103,"Treasure County, Montana",861,0,0,0,861,0
0500000US30105,30105,"Valley County, Montana",7675,3272,0,3272,4403,0
0500000US30107,30107,"Wheatland County, Montana",2259,0,0,0,2259,0
0500000US30109,30109,"Wibaux County, Montana",1068,0,0,0,1068,0
0500000US30111,30111,"Yellowstone County, Montana",129352,108001,100317,7684,21351,0
0500000US31001,31001,"Adams County, Nebraska",31151,24094,0,24094,7057,0
0500000US31003,31003,"Antelope County, Nebraska",7452,0,0,0,7452,0
0500000US31005,31005,"Arthur County, Nebraska",444,0,0,0,444,0
0500000US31007,31007,"Banner County, Nebraska",819,0,0,0,819,0
0500000US31009,31009,"Blaine County, Nebraska",583,0,0,0,583,0
0500000US31011,31011,"Boone County, Nebraska",6259,0,0,0,6259,0
0500000US31013,31013,"Box Butte County, Nebraska",12158,8882,0,8882,3276,0
0500000US31015,31015,"Boyd County, Nebraska",2438,0,0,0,2438,0
0500000US31017,31017,"Brown County, Nebraska",3525,0,0,0,3525,0
0500000US31019,31019,"Buffalo County, Nebraska",42259,27404,0,27404,14855,0
0500000US31021,31021,"Burt County, Nebraska",7791,0,0,0,7791,0
0500000US31023,31023,"Butler County, Nebraska",8767,2572,0,2572,6195,0
0500000US31025,31025,"Cass County, Nebraska",24334,7172,0,7172,17162,0
0500000US31027,31027,"Cedar County, Nebraska",9615,0,0,0,9615,0
0500000US31029,31029,"Chase County, Nebraska",4068,0,0,0,4068,0
0500000US31031,31031,"Cherry County, Nebraska",6148,2741,0,2741,3407,0
0500000US31033,31033,"Cheyenne County, Nebraska",9830,6134,0,6134,3696,0
0500000US31035,31035,"Clay County, Nebraska",7039,0,0,0,7039,0
0500000US31037,31037,"Colfax County, Nebraska",10441,5346,0,5346,5095,0
0500000US31039,31039,"Cuming County, Nebraska",10203,3506,0,3506,6697,0
0500000US31041,31041,"Custer County, Nebraska",11793,3516,0,3516,8277,0
0500000US31043,31043,"Dakota County, Nebraska",20253,15828,15828,0,4425,0
0500000US31045,31045,"Dawes County, Nebraska",9060,5473,0,5473,3587,0
0500000US31047,31047,"Dawson County, Nebraska",24365,17794,0,17794,6571,0
0500000US31049,31049,"Deuel County, Nebraska",2098,0,0,0,2098,0
0500000US31051,31051,"Dixon County, Nebraska",6339,0,0,0,6339,0
0500000US31053,31053,"Dodge County, Nebraska",36160,25734,0,25734,10426,0
0500000US31055,31055,"Douglas County, Nebraska",463585,452265,452265,0,11320,0
0500000US31057,31057,"Dundy County, Nebraska",2292,0,0,0,2292,0
0500000US31059,31059,"Fillmore County, Nebraska",6634,0,0,0,6634,0
0500000US31061,31061,"Franklin County, Nebraska",3574,0,0,0,3574,0
0500000US31063,31063,"Frontier County, Nebraska",3099,0,0,0,3099,0
0500000US31065,31065,"Furnas County, Nebraska",5324,0,0,0,5324,0
0500000US31067,31067,"Gage County, Nebraska",22993,12982,0,12982,10011,0
0500000US31069,31069,"Garden County, Nebraska",2292,0,0,0,2292,0
0500000US31071,31071,"Garfield County, Nebraska",1902,0,0,0,1902,0
0500000US31073,31073,"Gosper County, Nebraska",2143,0,0,0,2143,0
0500000US31075,31075,"Grant County, Nebraska",747,0,0,0,747,0
0500000US31077,31077,"Greeley County, Nebraska",2714,0,0,0,2714,0
0500000US31079,31079,"Hall County, Nebraska",53534,45059,0,45059,8475,0
0500000US31081,31081,"Hamilton County, Nebraska",9403,4182,0,4182,5221,0
0500000US31083,31083,"Harlan County, Nebraska",3786,0,0,0,3786,0
0500000US31085,31085,"Hayes County, Nebraska",1068,0,0,0,1068,0
0500000US31087,31087,"Hitchcock County, Nebraska",3111,0,0,0,3111,0
0500000US31089,31089,"Holt County, Nebraska",11551,3664,0,3664,7887,0
0500000US31091,31091,"Hooker County, Nebraska",783,0,0,0,783,0
0500000US31093,31093,"Howard County, Nebraska",6567,0,0,0,6567,0
0500000US31095,31095,"Jefferson County, Nebraska",8333,4307,0,4307,4026,0
0500000US31097,31097,"Johnson County, Nebraska",4488,0,0,0,4488,0
0500000US31099,31099,"Kearney County, Nebraska",6882,2909,0,2909,3973,0
0500000US31101,31101,"Keith County, Nebraska",8875,4556,0,4556,4319,0
0500000US31103,31103,"Keya Paha County, Nebraska",983,0,0,0,983,0
0500000US31105,31105,"Kimball County, Nebraska",4089,2570,0,2570,1519,0
0500000US31107,31107,"Knox County, Nebraska",9374,0,0,0,9374,0
0500000US31109,31109,"Lancaster County, Nebraska",250291,226582,226582,0,23709,0
0500000US31111,31111,"Lincoln County, Nebraska",34632,24124,0,24124,10508,0
0500000US31113,31113,"Logan County, Nebraska",774,0,0,0,774,0
0500000US31115,31115,"Loup County, Nebraska",712,0,0,0,712,0
0500000US31117,31117,"McPherson County, Nebraska",533,0,0,0,533,0
0500000US31119,31119,"Madison County, Nebraska",35226,24541,0,24541,10685,0
0500000US31121,31121,"Merrick County, Nebraska",8204,3283,0,3283,4921,0
0500000US31123,31123,"Morrill County, Nebraska",5440,0,0,0,5440,0
0500000US31125,31125,"Nance County, Nebraska",4038,0,0,0,4038,0
0500000US31127,31127,"Nemaha County, Nebraska",7576,3491,0,3491,4085,0
0500000US31129,31129,"Nuckolls County, Nebraska",5057,0,0,0,5057,0
0500000US31131,31131,"Otoe County, Nebraska",15396,7083,0,7083,8313,0
0500000US31133,31133,"Pawnee County, Nebraska",3087,0,0,0,3087,0
0500000US31135,31135,"Perkins County, Nebraska",3200,0,0,0,3200,0
0500000US31137,31137,"Phelps County, Nebraska",9747,5669,0,5669,4078,0
0500000US31139,31139,"Pierce County, Nebraska",7857,0,0,0,7857,0
0500000US31141,31141,"Platte County, Nebraska",31662,21018,0,21018,10644,0
0500000US31143,31143,"Polk County, Nebraska",5639,0,0,0,5639,0
0500000US31145,31145,"Red Willow County, Nebraska",11448,7961,0,7961,3487,0
0500000US31147,31147,"Richardson County, Nebraska",9531,4419,0,4419,5112,0
0500000US31149,31149,"Rock County, Nebraska",1756,0,0,0,1756,0
0500000US31151,31151,"Saline County, Nebraska",13843,5960,0,5960,7883,0
0500000US31153,31153,"Sarpy County, Nebraska",122595,113852,110436,3416,8743,0
0500000US31155,31155,"Saunders County, Nebraska",19830,3936,0,3936,15894,0
0500000US31157,31157,"Scotts Bluff County, Nebraska",36951,24525,0,24525,12426,0
0500000US31159,31159,"Seward County, Nebraska",16496,6288,0,6288,10208,0
0500000US31161,31161,"Sheridan County, Nebraska",6198,0,0,0,6198,0
0500000US31163,31163,"Sherman County, Nebraska",3318,0,0,0,3318,0
0500000US31165,31165,"Sioux County, Nebraska",1475,0,0,0,1475,0
0500000US31167,31167,"Stanton County, Nebraska",6455,1716,0,1716,4739,0
0500000US31169,31169,"Thayer County, Nebraska",6055,0,0,0,6055,0
0500000US31171,31171,"Thomas County, Nebraska",729,0,0,0,729,0
0500000US31173,31173,"Thurston County, Nebraska",7171,0,0,0,7171,0
0500000US31175,31175,"Valley County, Nebraska",4647,0,0,0,4647,0
0500000US31177,31177,"Washington County, Nebraska",18780,7269,0,7269,11511,0
0500000US31179,31179,"Wayne County, Nebraska",9851,5513,0,5513,4338,0
0500000US31181,31181,"Webster County, Nebraska",4061,0,0,0,4061,0
0500000US31183,31183,"Wheeler County, Nebraska",886,0,0,0,886,0
0500000US31185,31185,"York County, Nebraska",14598,7805,0,7805,6793,0
0500000US32001,32001,"Churchill County, Nevada",23982,15337,0,15337,8645,0
0500000US32003,32003,"Clark County, Nevada",1375765,1343728,1314357,29371,32037,0
0500000US32005,32005,"Douglas County, Nevada",41259,28789,7891,20898,12470,0
0500000US32007,32007,"Elko County, Nevada",45291,23988,0,23988,21303,0
0500000US32009,32009,"Esmeralda County, Nevada",971,0,0,0,971,0
0500000US32011,32011,"Eureka County, Nevada",1651,0,0,0,1651,0
0500000US32013,32013,"Humboldt County, Nevada",16106,9362,0,9362,6744,0
0500000US32015,32015,"Lander County, Nevada",5794,3723,0,3723,2071,0
0500000US32017,32017,"Lincoln County, Nevada",4165,0,0,0,4165,0
0500000US32019,32019,"Lyon County, Nevada",34501,16563,1077,15486,17938,0
0500000US32021,32021,"Mineral County, Nevada",5071,3513,0,3513,1558,0
0500000US32023,32023,"Nye County, Nevada",32485,14719,0,14719,17766,0
0500000US32027,32027,"Pershing County, Nevada",6693,0,0,0,6693,0
0500000US32029,32029,"Storey County, Nevada",3399,203,0,203,3196,0
0500000US32031,32031,"Washoe County, Nevada",339486,315078,303689,11389,24408,0
0500000US32033,32033,"White Pine County, Nevada",9181,4348,0,4348,4833,0
0500000US32510,32510,"Carson City, Nevada",52457,49295,49295,0,3162,0
0500000US33001,33001,"Belknap County, New Hampshire",56325,22568,0,22568,33757,0
0500000US33003,33003,"Carroll County, New Hampshire",43666,0,0,0,43666,0
0500000US33005,33005,"Cheshire County, New Hampshire",73825,25169,0,25169,48656,0
0500000US33007,33007,"Coos County, New Hampshire",33111,11377,0,11377,21734,0
0500000US33009,33009,"Grafton County, New Hampshire",81743,28696,0,28696,53047,0
0500000US33011,33011,"Hillsborough County, New Hampshire",380841,297551,291070,6481,83290,0
0500000US33013,33013,"Merrimack County, New Hampshire",136225,63281,8145,55136,72944,0
0500000US33015,33015,"Rockingham County, New Hampshire",277359,195639,179550,16089,81720,0
0500000US33017,33017,"Strafford County, New Hampshire",112233,73081,73063,18,39152,0
0500000US33019,33019,"Sullivan County, New Hampshire",40458,14973,0,14973,25485,0
0500000US34001,34001,"Atlantic County, New Jersey",252552,216507,200592,15915,36045,0
0500000US34003,34003,"Bergen County, New Jersey",884118,882452,882452,0,1666,0
0500000US34005,34005,"Burlington County, New Jersey",423394,391995,354585,37410,31399,0
0500000US34007,34007,"Camden County, New Jersey",508932,505394,505329,65,3538,0
0500000US34009,34009,"Cape May County, New Jersey",102326,85694,85694,0,16632,0
0500000US34011,34011,"Cumberland County, New Jersey",146438,117336,76246,41090,29102,0
0500000US34013,34013,"Essex County, New Jersey",793633,793160,793160,0,473,0
0500000US34015,34015,"Gloucester County, New Jersey",254673,226008,226008,0,28665,0
0500000US34017,34017,"Hudson County, New Jersey",608975,608975,608975,0,0,0
0500000US34019,34019,"Hunterdon County, New Jersey",121989,57234,48954,8280,64755,0
0500000US34021,34021,"Mercer County, New Jersey",350761,335856,335001,855,14905,0
0500000US34023,34023,"Middlesex County, New Jersey",750162,742956,742956,0,7206,0
0500000US34025,34025,"Monmouth County, New Jersey",615301,586724,586724,0,28577,0
0500000US34027,34027,"Morris County, New Jersey",470212,432880,424802,8078,37332,0
0500000US34029,34029,"Ocean County, New Jersey",510916,495978,492506,3472,14938,0
0500000US34031,34031,"Passaic County, New Jersey",489049,477154,471753,5401,11895,0
0500000US34033,34033,"Salem County, New Jersey",64285,37461,25153,12308,26824,0
0500000US34035,34035,"Somerset County, New Jersey",297490,276818,276818,0,20672,0
0500000US34037,34037,"Sussex County, New Jersey",144166,87038,50208,36830,57128,0
0500000US34039,34039,"Union County, New Jersey",522541,522541,522541,0,0,0
0500000US34041,34041,"Warren County, New Jersey",102437,58926,43335,15591,43511,0
0500000US35001,35001,"Bernalillo County, New Mexico",556678,532335,532335,0,24343,0
0500000US35003,35003,"Catron County, New Mexico",3543,0,0,0,3543,0
0500000US35005,35005,"Chaves County, New Mexico",61382,47176,0,47176,14206,0
0500000US35006,35006,"Cibola County, New Mexico",25595,10404,0,10404,15191,0
0500000US35007,35007,"Colfax County, New Mexico",14189,6879,0,6879,7310,0
0500000US35009,35009,"Curry County, New Mexico",45044,38388,0,38388,6656,0
0500000US35011,35011,"De Baca County, New Mexico",2240,0,0,0,2240,0
0500000US35013,35013,"Dona Ana County, New Mexico",174682,139037,130522,8515,35645,0
0500000US35015,35015,"Eddy County, New Mexico",51658,38836,0,38836,12822,0
0500000US35017,35017,"Grant County, New Mexico",31002,17901,0,17901,13101,0
0500000US35019,35019,"Guadalupe County, New Mexico",4680,2540,0,2540,2140,0
0500000US35021,35021,"Harding County, New Mexico",810,0,0,0,810,0
0500000US35023,35023,"Hidalgo County, New Mexico",5932,3019,0,3019,2913,0
0500000US35025,35025,"Lea County, New Mexico",55511,43029,0,43029,12482,0
0500000US35027,35027,"Lincoln County, New Mexico",19411,9331,0,9331,10080,0
0500000US35028,35028,"Los Alamos County, New Mexico",18343,16230,0,16230,2113,0
0500000US35029,35029,"Luna County, New Mexico",25016,14687,0,14687,10329,0
0500000US35031,35031,"McKinley County, New Mexico",74798,28973,0,28973,45825,0
0500000US35033,35033,"Mora County, New Mexico",5180,0,0,0,5180,0
0500000US35035,35035,"Otero County, New Mexico",62298,44240,0,44240,18058,0
0500000US35037,35037,"Quay County, New Mexico",10155,5930,0,5930,4225,0
0500000US35039,35039,"Rio Arriba County, New Mexico",41190,17765,0,17765,23425,0
0500000US35041,35041,"Roosevelt County, New Mexico",18018,11625,0,11625,6393,0
0500000US35043,35043,"Sandoval County, New Mexico",89908,68876,65856,3020,21032,0
0500000US35045,35045,"San Juan County, New Mexico",113801,67421,53294,14127,46380,0
0500000US35047,35047,"San Miguel County, New Mexico",30126,17892,0,17892,12234,0
0500000US35049,35049,"Santa Fe County, New Mexico",129292,97452,80337,17115,31840,0
0500000US35051,35051,"Sierra County, New Mexico",13270,8840,0,8840,4430,0
0500000US35053,35053,"Socorro County, New Mexico",18078,8399,0,8399,9679,0
0500000US35055,35055,"Taos County, New Mexico",29979,12121,0,12121,17858,0
0500000US35057,35057,"Torrance County, New Mexico",16911,874,0,874,16037,0
0500000US35059,35059,"Union County, New Mexico",4174,0,0,0,4174,0
0500000US35061,35061,"Valencia County, New Mexico",66152,53301,0,53301,12851,0
0500000US36001,36001,"Albany County, New York",294565,265913,261145,4768,28652,0
0500000US36003,36003,"Allegany County, New York",49927,10371,0,10371,39556,0
0500000US36005,36005,"Bronx County, New York",1332650,1332650,1332650,0,0,0
0500000US36007,36007,"Broome County, New York",200536,147719,147719,0,52817,0
0500000US36009,36009,"Cattaraugus County, New York",83955,34920,0,34920,49035,0
0500000US36011,36011,"Cayuga County, New York",81963,38927,0,38927,43036,0
0500000US36013,36013,"Chautauqua County, New York",139750,82383,0,82383,57367,0
0500000US36015,36015,"Chemung County, New York",91070,67159,67159,0,23911,0
0500000US36017,36017,"Chenango County, New York",51401,8713,0,8713,42688,0
0500000US36019,36019,"Clinton County, New York",79894,31146,0,31146,48748,0
0500000US36021,36021,"Columbia County, New York",63094,18425,0,18425,44669,0
0500000US36023,36023,"Cortland County, New York",48599,26820,0,26820,21779,0
0500000US36025,36025,"Delaware County, New York",48055,7203,0,7203,40852,0
0500000US36027,36027,"Dutchess County, New York",280150,198688,187256,11432,81462,0
0500000US36029,36029,"Erie County, New York",950265,864632,851622,13010,85633,0
0500000US36031,36031,"Essex County, New York",38851,9718,0,9718,29133,0
0500000US36033,36033,"Franklin County, New York",51134,20011,0,20011,31123,0
0500000US36035,36035,"Fulton County, New York",55073,27299,0,27299,27774,0
0500000US36037,36037,"Genesee County, New York",60370,24318,0,24318,36052,0
0500000US36039,36039,"Greene County, New York",48195,14562,0,14562,33633,0
0500000US36041,36041,"Hamilton County, New York",5379,0,0,0,5379,0
0500000US36043,36043,"Herkimer County, New York",64427,31421,1311,30110,33006,0
0500000US36045,36045,"Jefferson County, New York",111738,52897,0,52897,58841,0
0500000US36047,36047,"Kings County, New York",2465326,2465326,2465326,0,0,0
0500000US36049,36049,"Lewis County, New York",26944,3386,0,3386,23558,0
0500000US36051,36051,"Livingston County, New York",64328,28995,0,28995,35333,0
0500000US36053,36053,"Madison County, New York",69441,29010,2226,26784,40431,0
0500000US36055,36055,"Monroe County, New York",735343,684966,672866,12100,50377,0
0500000US36057,36057,"Montgomery County, New York",49708,29422,0,29422,20286,0
0500000US36059,36059,"Nassau County, New York",1334544,1332322,1332322,0,2222,0
0500000US36061,36061,"New York County, New York",1537195,1537195,1537195,0,0,0
0500000US36063,36063,"Niagara County, New York",219846,164948,125081,39867,54898,0
0500000US36065,36065,"Oneida County, New York",235469,151858,112098,39760,83611,0
0500000US36067,36067,"Onondaga County, New York",458336,397264,393800,3464,61072,0
0500000US36069,36069,"Ontario County, New York",100224,49583,12540,37043,50641,0
0500000US36071,36071,"Orange County, New York",341367,258198,205899,52299,83169,0
0500000US36073,36073,"Orleans County, New York",44171,18925,0,18925,25246,0
0500000US36075,36075,"Oswego County, New York",122377,43441,6241,37200,78936,0
0500000US36077,36077,"Otsego County, New York",61676,16182,0,16182,45494,0
0500000US36079,36079,"Putnam County, New York",95745,72855,69433,3422,22890,0
0500000US36081,36081,"Queens County, New York",2229379,2229379,2229379,0,0,0
0500000US36083,36083,"Rensselaer County, New York",152538,103338,99345,3993,49200,0
0500000US36085,36085,"Richmond County, New York",443728,443728,443728,0,0,0
0500000US36087,36087,"Rockland County, New York",286753,284279,284279,0,2474,0
0500000US36089,36089,"St. Lawrence County, New York",111931,43996,0,43996,67935,0
0500000US36091,36091,"Saratoga County, New York",200635,137741,125632,12109,62894,0
0500000US36093,36093,"Schenectady County, New York",146555,133403,133403,0,13152,0
0500000US36095,36095,"Schoharie County, New York",31582,5270,0,5270,26312,0
0500000US36097,36097,"Schuyler County, New York",19224,3882,0,3882,15342,0
0500000US36099,36099,"Seneca County, New York",33342,14198,0,14198,19144,0
0500000US36101,36101,"Steuben County, New York",98726,37242,0,37242,61484,0
0500000US36103,36103,"Suffolk County, New York",1419369,1376543,1326532,50011,42826,0
0500000US36105,36105,"Sullivan County, New York",73966,21236,457,20779,52730,0
0500000US36107,36107,"Tioga County, New York",51784,18034,7892,10142,33750,0
0500000US36109,36109,"Tompkins County, New York",96501,56360,53528,2832,40141,0
0500000US36111,36111,"Ulster County, New York",177749,89994,68142,21852,87755,0
0500000US36113,36113,"Warren County, New York",63303,38068,35279,2789,25235,0
